Time(ns) Atom xpos(nm) ypos(nm) zpos(nm)
0.006 76 1.60749 0.0060494 4.80348
0.006 77 3.52614 0.308758 4.96379
0.006 78 5.00641 0.156662 5.04001
0.006 79 6.65819 9.91299 5.0262
0.006 80 9.85926 1.84892 4.88222
0.006 81 1.59456 1.54258 5.06212
0.006 82 3.65561 1.79235 5.20634
0.006 83 5.03482 1.69448 4.85988
0.006 84 6.86161 1.96897 5.13145
0.006 85 0.0689867 3.0416 4.957
0.006 86 1.51734 3.75188 5.1342
0.006 87 3.49159 3.36204 4.8195
0.006 88 4.96992 3.50802 5.07718
0.006 89 6.64415 3.61437 5.06956
0.006 90 9.6332 4.90054 5.07355
0.006 91 1.90349 4.92718 4.91804
0.006 92 3.77238 4.6822 4.87527
0.006 93 5.06415 4.94716 5.17933
0.006 94 6.71995 4.70593 5.20243
0.006 95 0.31602 7.05953 5.2448
0.006 96 1.46376 6.73365 5.11757
0.006 97 3.05345 6.73161 5.1549
0.006 98 5.21661 6.61563 4.84153
0.006 99 6.80109 6.42683 5.20463
0.007 0 0.27821 9.82727 0.211841
0.007 1 1.91858 0.2896 0.029073
0.007 2 3.87404 0.439858 9.89711
0.007 3 4.64715 9.85605 0.00628008
0.007 4 6.74075 0.469909 0.0697009
0.007 5 0.173663 1.49554 0.109245
0.007 6 1.80053 1.82909 9.9725
0.007 7 3.12446 2.12753 9.87501
0.007 8 5.06109 1.88518 0.41433
0.007 9 6.78139 1.61659 9.96014
0.007 10 0.536711 3.22715 0.166661
0.007 11 1.68862 3.28896 9.987
0.007 12 3.37469 3.38948 9.46201
0.007 13 5.04695 3.40668 9.92829
0.007 14 6.57006 2.98537 0.339867
0.007 15 0.47001 4.81924 9.99573
0.007 16 1.66737 5.14249 0.18223
0.007 17 3.6526 4.83772 0.143155
0.007 18 4.78678 5.24505 0.0261841
0.007 19 6.36729 5.08467 0.403232
0.007 20 0.0813037 6.31767 0.433889
0.007 21 1.98567 6.56638 0.0730264
0.007 22 3.1484 6.51088 0.40269
0.007 23 4.59259 6.74103 0.13273
0.007 24 6.5338 6.67012 9.86209
0.007 25 0.108071 9.58335 2.44955
0.007 26 1.85591 0.0859243 1.64941
0.007 27 3.45338 9.55571 1.84832
0.007 28 4.67713 0.231985 1.61189
0.007 29 6.45245 0.378412 1.63747
0.007 30 9.98207 1.69966 1.83592
0.007 31 1.54144 1.85902 1.70319
0.007 32 3.07413 1.78815 1.59102
0.007 33 5.12522 1.94396 1.78124
0.007 34 5.75234 1.84332 1.63474
0.007 35 0.225774 3.04876 1.70347
0.007 36 1.97449 3.53091 1.79192
0.007 37 3.39084 3.52583 1.44758
0.007 38 4.91758 3.26732 1.82201
0.007 39 6.77498 3.34387 0.971753
0.007 40 0.0116713 5.30663 1.92057
0.007 41 1.86738 5.44946 1.97925
0.007 42 3.25395 4.76621 1.80177
0.007 43 4.89471 4.68598 1.58715
0.007 44 7.11562 4.81671 1.63681
0.007 45 0.443796 6.2086 1.93119
0.007 46 1.7378 6.72585 1.51103
0.007 47 3.1602 6.93513 1.75502
0.007 48 5.00215 7.35135 1.99583
0.007 49 6.64041 6.87644 1.75033
0.007 50 0.414073 0.219736 3.21497
0.007 51 1.52834 0.0720918 3.20481
0.007 52 3.22548 9.96524 3.54172
0.007 53 5.14576 0.391435 3.5954
0.007 54 6.44108 0.0482923 3.41174
0.007 55 0.445759 1.88138 3.47586
0.007 56 1.72623 2.01475 3.48396
0.007 57 3.57902 1.8379 3.57875
0.007 58 5.25387 1.85456 3.30987
0.007 59 6.56336 2.01636 2.88066
0.007 60 0.500072 3.25839 2.91901
0.007 61 2.10305 3.42498 3.22644
0.007 62 3.62634 3.00096 3.81542
0.007 63 4.94404 3.40642 3.51678
0.007 64 6.52022 3.91411 3.687
0.007 65 0.0197529 4.96823 3.60941
0.007 66 1.32355 5.16332 3.22702
0.007 67 3.25806 5.01246 3.23424
0.007 68 5.15183 4.63894 3.26154
0.007 69 6.78665 4.69493 3.76786
0.007 70 0.128357 6.28824 3.36612
0.007 71 1.24725 6.62814 3.25914
0.007 72 3.52604 6.82068 3.40947
0.007 73 4.52818 6.53985 3.10532
0.007 74 6.66516 6.7323 3.00416
0.007 75 9.87097 9.98037 4.98842
0.007 76 1.5837 9.99052 4.76228
0.007 77 3.54726 0.343674 4.94928
0.007 78 4.99909 0.166255 5.03817
0.007 79 6.65113 9.88188 5.02214
0.007 80 9.81931 1.86579 4.85414
0.007 81 1.56862 1.50795 5.06401
0.007 82 3.69835 1.79937 5.23222
0.007 83 5.03214 1.68518 4.82809
0.007 84 6.88848 2.00552 5.14498
0.007 85 0.0638669 2.9815 4.94143
0.007 86 1.4786 3.81083 5.14811
0.007 87 3.50706 3.3557 4.78036
0.007 88 4.9565 3.52616 5.08155
0.007 89 6.63479 3.65081 5.0727
0.007 90 9.55547 4.87561 5.07734
0.007 91 1.929 4.9064 4.89601
0.007 92 3.83461 4.62069 4.84609
0.007 93 5.06635 4.92986 5.20076
0.007 94 6.72314 4.64788 5.22758
0.007 95 0.352486 7.11931 5.27718
0.007 96 1.41569 6.7393 5.12881
0.007 97 2.99562 6.73684 5.17231
0.007 98 5.24443 6.60147 4.80674
0.007 99 6.81784 6.38123 5.23035
0.008 0 0.303758 9.78842 0.227848
0.008 1 1.94262 0.316822 0.0190598
0.008 2 3.94336 0.487503 9.86838
0.008 3 4.58798 9.82224 9.99283
0.008 4 6.74653 0.523409 0.0654488
0.008 5 0.184314 1.45919 0.11066
0.008 6 1.8079 1.84048 9.95439
0.008 7 3.08491 2.18164 9.84293
0.008 8 5.06278 1.90458 0.459587
0.008 9 6.79288 1.5971 9.94033
0.008 10 0.599706 3.2025 0.176242
0.008 11 1.67935 3.27294 9.971
0.008 12 3.37105 3.38782 9.37106
0.008 13 5.04653 3.40756 9.90389
0.008 14 6.55363 2.92993 0.381811
0.008 15 0.523277 4.78636 9.98097
0.008 16 1.65524 5.15576 0.194013
0.008 17 3.68911 4.80748 0.149384
0.008 18 4.74878 5.27285 0.0158153
0.008 19 6.31971 5.08963 0.44673
0.008 20 0.0787515 6.26291 0.481735
0.008 21 2.01974 6.54709 0.0695026
0.008 22 3.11212 6.48385 0.446038
0.008 23 4.52713 6.74671 0.137476
0.008 24 6.51 6.66576 9.82819
0.008 25 0.109652 9.5103 2.55061
0.008 26 1.87106 0.0839855 1.63508
0.008 27 3.46113 9.4781 1.86237
0.008 28 4.62373 0.250862 1.59212
0.008 29 6.41697 0.418325 1.62134
0.008 30 9.96543 1.6927 1.8482
0.008 31 1.51165 1.87464 1.6965
0.008 32 3.02748 1.79367 1.56827
0.008 33 5.16008 1.96784 1.77974
0.008 34 5.59281 1.86069 1.62416
0.008 35 0.243902 2.99841 1.69711
0.008 36 2.00668 3.54956 1.79802
0.008 37 3.38945 3.54408 1.40447
0.008 38 4.89864 3.24825 1.83228
0.008 39 6.78334 3.33194 0.852925
0.008 40 9.99974 5.34474 1.94502
0.008 41 1.8841 5.5067 2.01211
0.008 42 3.23306 4.7254 1.80919
0.008 43 4.87245 4.6338 1.56388
0.008 44 7.17486 4.78333 1.62047
0.008 45 0.492574 6.13698 1.95712
0.008 46 1.73609 6.7292 1.47689
0.008 47 3.12582 6.9686 1.7556
0.008 48 4.99528 7.44425 2.03111
0.008 49 6.63181 6.90157 1.75072
0.008 50 0.459374 0.23617 3.18746
0.008 51 1.49599 0.0682381 3.17693
0.008 52 3.20054 9.94608 3.56205
0.008 53 5.15965 0.433194 3.62342
0.008 54 6.40381 0.0410159 3.41348
0.008 55 0.495477 1.90025 3.48673
0.008 56 1.72254 2.05266 3.49595
0.008 57 3.60466 1.85097 3.60445
0.008 58 5.2831 1.86948 3.29694
0.008 59 6.54348 2.05438 2.80637
0.008 60 0.557293 3.23798 2.85
0.008 61 2.15344 3.42843 3.20151
0.008 62 3.65868 2.94387 3.87582
0.008 63 4.92883 3.40755 3.53349
0.008 64 6.49582 3.99214 3.72864
0.008 65 0.00856417 4.95682 3.63927
0.008 66 1.26246 5.17967 3.20216
0.008 67 3.23779 5.00708 3.21045
0.008 68 5.16639 4.57985 3.24181
0.008 69 6.79747 4.63957 3.82014
0.008 70 0.133053 6.22922 3.36111
0.008 71 1.17486 6.61751 3.23899
0.008 72 3.54491 6.83764 3.41055
0.008 73 4.4528 6.51721 3.06329
0.008 74 6.66013 6.7369 2.94725
0.008 75 9.83835 9.96335 4.97955
0.008 76 1.55991 9.97504 4.72104
0.008 77 3.56844 0.378628 4.93473
0.008 78 4.99174 0.175904 5.03627
0.008 79 6.64403 9.85077 5.01805
0.008 80 9.77946 1.88295 4.82604
0.008 81 1.54267 1.4733 5.06586
0.008 82 3.74116 1.80637 5.25802
0.008 83 5.02939 1.67585 4.79627
0.008 84 6.91533 2.04209 5.1585
0.008 85 0.0587072 2.92111 4.92582
0.008 86 1.43991 3.86995 5.16196
0.008 87 3.52269 3.34923 4.74065
0.008 88 4.94303 3.54436 5.08586
0.008 89 6.62547 3.68799 5.07586
0.008 90 9.47775 4.85069 5.08109
0.008 91 1.95443 4.88545 4.87401
0.008 92 3.89694 4.55907 4.8169
0.008 93 5.06848 4.91248 5.22213
0.008 94 6.72623 4.58912 5.25254
0.008 95 0.389249 7.17898 5.30951
0.008 96 1.36736 6.74505 5.14007
0.008 97 2.93777 6.74206 5.18971
0.008 98 5.27225 6.58729 4.77194
0.008 99 6.83456 6.33561 5.25606
0.009 0 0.329324 9.7496 0.243857
0.009 1 1.96664 0.344083 0.00907592
0.009 2 4.01353 0.534279 9.83983
0.009 3 4.52797 9.78933 9.97924
0.009 4 6.75232 0.577366 0.0611756
0.009 5 0.194997 1.42285 0.112097
0.009 6 1.81536 1.85193 9.93629
0.009 7 3.04528 2.23582 9.81084
0.009 8 5.06454 1.924 0.505079
0.009 9 6.80432 1.57723 9.92062
0.009 10 0.663097 3.17788 0.18578
0.009 11 1.66971 3.25685 9.9551
0.009 12 3.3674 3.38607 9.28018
0.009 13 5.04612 3.40843 9.87952
0.009 14 6.54254 2.88381 0.433891
0.009 15 0.576739 4.75353 9.96627
0.009 16 1.64293 5.16902 0.205775
0.009 17 3.72586 4.77732 0.155609
0.009 18 4.71054 5.30056 0.00551102
0.009 19 6.27213 5.09459 0.490263
0.009 20 0.076235 6.2081 0.529627
0.009 21 2.05405 6.52773 0.0661446
0.009 22 3.07561 6.45685 0.489364
0.009 23 4.46163 6.75233 0.142239
0.009 24 6.48619 6.66138 9.7943
0.009 25 0.111478 9.43771 2.65207
0.009 26 1.88621 0.0820612 1.62076
0.009 27 3.46892 9.40055 1.87641
0.009 28 4.57028 0.269728 1.57233
0.009 29 6.38147 0.458271 1.6052
0.009 30 9.94886 1.68584 1.86047
0.009 31 1.48187 1.89026 1.68981
0.009 32 2.98079 1.7992 1.54551
0.009 33 5.14005 2.0178 1.81582
0.009 34 5.4881 1.85209 1.57586
0.009 35 0.262097 2.94799 1.69092
0.009 36 2.03892 3.56821 1.80417
0.009 37 3.38801 3.56246 1.36142
0.009 38 4.87972 3.2291 1.84253
0.009 39 6.78632 3.31063 0.723956
0.009 40 9.98852 5.38395 1.96951
0.009 41 1.90077 5.56401 2.045
0.009 42 3.21218 4.68447 1.81661
0.009 43 4.85016 4.58156 1.54062
0.009 44 7.23406 4.74995 1.60408
0.009 45 0.540753 6.06428 1.98308
0.009 46 1.73442 6.73242 1.44276
0.009 47 3.09139 7.00201 1.75611
0.009 48 4.9884 7.53711 2.06642
0.009 49 6.6232 6.92668 1.75131
0.009 50 0.505024 0.252087 3.15957
0.009 51 1.46307 0.064478 3.14906
0.009 52 3.17561 9.92695 3.58241
0.009 53 5.17362 0.474977 3.65148
0.009 54 6.36643 0.033782 3.41526
0.009 55 0.545356 1.91918 3.4976
0.009 56 1.71869 2.09059 3.50793
0.009 57 3.63034 1.86437 3.63025
0.009 58 5.31237 1.8844 3.28397
0.009 59 6.52347 2.09237 2.73207
0.009 60 0.614504 3.21748 2.78082
0.009 61 2.2038 3.43185 3.17654
0.009 62 3.69093 2.88691 3.93704
0.009 63 4.91359 3.40881 3.5502
0.009 64 6.47513 4.07772 3.7715
0.009 65 9.99748 4.94553 3.66909
0.009 66 1.20129 5.19609 3.17726
0.009 67 3.21753 5.00168 3.1866
0.009 68 5.18093 4.52057 3.22214
0.009 69 6.80451 4.57664 3.87137
0.009 70 0.138117 6.17016 3.35601
0.009 71 1.10213 6.60666 3.21883
0.009 72 3.56437 6.85438 3.4114
0.009 73 4.37685 6.4948 3.02147
0.009 74 6.65508 6.74154 2.89013
0.009 75 9.80575 9.94633 4.97066
0.009 76 1.53609 9.9596 4.67977
0.009 77 3.58966 0.41362 4.92014
0.009 78 4.98435 0.185616 5.03429
0.009 79 6.63691 9.81968 5.01392
0.009 80 9.73977 1.90054 4.79794
0.009 81 1.51671 1.43862 5.06767
0.009 82 3.78404 1.81334 5.28373
0.009 83 5.02656 1.6665 4.76442
0.009 84 6.94216 2.07868 5.17202
0.009 85 0.05345 2.86028 4.91015
0.009 86 1.40133 3.92927 5.17573
0.009 87 3.53857 3.34245 4.70004
0.009 88 4.92951 3.56266 5.09011
0.009 89 6.61628 3.72657 5.07921
0.009 90 9.40006 4.82575 5.0848
0.009 91 1.97976 4.86428 4.85204
0.009 92 3.95936 4.49731 4.78774
0.009 93 5.0705 4.89497 5.24344
0.009 94 6.72915 4.52898 5.27713
0.009 95 0.426418 7.23847 5.34176
0.009 96 1.31866 6.75098 5.15139
0.009 97 2.87988 6.74728 5.20709
0.009 98 5.30009 6.57309 4.73714
0.009 99 6.85126 6.28998 5.28176
