Time(ns) Atom xvel(nm/ns) yvel(nm/ns) zvel(nm/ns)
0.006 27 7.69331 -77.6713 14.0523
0.006 28 -53.3422 18.8862 -19.7554
0.006 29 -35.4344 39.8609 -16.1009
0.006 30 -16.7332 -7.08155 12.2816
0.006 31 -29.7854 15.5927 -6.68911
0.006 32 -46.6005 5.48802 -22.7333
0.006 33 12.7381 27.6409 4.1982
0.006 34 -137.38 13.4791 -16.1981
0.006 35 18.0521 -50.2669 -6.53293
0.006 36 32.1231 18.6743 6.04201
0.006 37 -1.34474 18.0906 -43.1733
0.006 38 -18.9382 -18.9962 10.2825
0.006 39 10.4203 -8.40055 -112.637
0.006 40 -12.4301 37.1288 24.4039
0.006 41 16.7688 57.1472 32.8164
0.006 42 -20.8825 -40.6589 7.41567
0.006 43 -22.2284 -52.0932 -23.2681
0.006 44 59.2957 -33.3634 -16.2711
0.006 45 49.1224 -70.6721 25.9015
0.006 46 -1.74104 3.51391 -34.147
0.006 47 -34.3168 33.5244 0.652643
0.006 48 -6.85045 92.9656 35.2168
0.006 49 -8.5715 25.1672 0.185567
0.006 50 45.0524 16.9486 -26.8989
0.006 51 -31.8919 -3.92545 -27.8828
0.006 52 -24.9362 -19.1914 20.2875
0.006 53 13.7764 41.7159 27.9697
0.006 54 -37.1334 -7.32606 1.70509
0.006 55 49.5453 18.8195 10.854
0.006 56 -3.51639 37.8723 11.9957
0.006 57 25.603 12.7523 25.5977
0.006 58 29.1755 14.9301 -12.8953
0.006 59 -19.7071 38.0366 -74.2605
0.006 60 57.2117 -20.3112 -68.8392
0.006 61 50.4141 3.50863 -24.8562
0.006 62 32.3696 -57.0964 59.6918
0.006 63 -15.1794 1.00388 16.7024
0.006 64 -25.6076 74.3376 41.1516
0.006 65 -11.3176 -11.5673 29.8994
0.006 66 -60.996 16.2533 -24.7882
0.006 67 -20.2686 -5.37084 -23.7287
0.006 68 14.5526 -58.8793 -19.7688
0.006 69 12.1415 -51.6398 52.5791
0.006 70 4.32079 -58.9451 -4.9173
0.006 71 -72.045 -10.4243 -20.1411
0.006 72 18.3158 17.1377 1.27534
0.006 73 -74.8345 -22.8242 -42.1352
0.006 74 -5.01363 4.5922 -56.7013
0.006 75 -32.6548 -17.0444 -8.84894
0.006 76 -23.7798 -15.5466 -41.1834
0.006 77 21.1039 34.8969 -14.4871
0.006 78 -7.30899 9.56703 -1.80872
0.006 79 -7.05081 -31.1231 -4.05036
0.006 80 -39.9891 16.7603 -28.0692
0.006 81 -25.9345 -34.6215 1.90868
0.006 82 42.7157 7.02838 25.9085
0.006 83 -2.64503 -9.2924 -31.7787
0.006 84 26.8729 36.5393 13.5351
0.006 85 -5.11235 -59.9975 -15.5589
0.006 86 -38.7642 58.8734 13.9331
0.006 87 15.4203 -6.31451 -38.9251
0.006 88 -13.4042 18.1018 4.39685
0.006 89 -9.36506 36.2079 3.14477
0.006 90 -77.7429 -24.9253 3.81183
0.006 91 25.5325 -20.7029 -22.0352
0.006 92 62.1951 -61.4594 -29.1813
0.006 93 2.24259 -17.2595 21.4521
0.006 94 3.21866 -57.8145 25.2139
0.006 95 36.3481 59.8209 32.3969
0.006 96 -47.9644 5.62456 11.2293
0.006 97 -57.8146 5.23295 17.4183
0.006 98 27.8065 -14.1435 -34.7901
0.006 99 16.7635 -45.591 25.7297
0.007 0 25.5385 -38.8622 16.0047
0.007 1 24.0434 27.2031 -10.0281
0.007 2 68.9287 47.9702 -28.8006
0.007 3 -58.7725 -34.1456 -13.4043
0.007 4 5.78177 53.3316 -4.25142
0.007 5 10.635 -36.3472 1.40486
0.007 6 7.34218 11.3704 -18.1254
0.007 7 -39.5124 54.0777 -32.0844
0.007 8 1.66132 19.3863 45.1732
0.007 9 11.5117 -19.3552 -19.8388
0.007 10 62.844 -24.6602 9.58877
0.007 11 -9.13573 -15.9806 -16.0243
0.007 12 -3.63078 -1.63207 -90.9813
0.007 13 -0.42027 0.895344 -24.4206
0.007 14 -17.5625 -57.4305 38.9032
0.007 15 53.1831 -32.9056 -14.7823
0.007 16 -12.0619 13.2657 11.7877
0.007 17 36.4166 -30.2761 6.22801
0.007 18 -37.9118 27.8208 -10.3973
0.007 19 -47.5759 4.96424 43.4778
0.007 20 -2.56928 -54.7447 47.8241
0.007 21 33.9756 -19.2591 -3.59143
0.007 22 -36.1931 -27.0411 43.3467
0.007 23 -65.4374 5.70833 4.73873
0.007 24 -23.7941 -4.3518 -33.9142
0.007 25 1.47218 -73.2559 100.842
0.007 26 15.1459 -1.94625 -14.3363
0.007 27 7.73229 -77.6261 14.0503
0.007 28 -53.3836 18.8815 -19.7673
0.007 29 -35.4614 39.8961 -16.1162
0.007 30 -16.6744 -7.00474 12.2808
0.007 31 -29.7831 15.6043 -6.68975
0.007 32 -46.6308 5.50519 -22.744
0.007 33 20.4109 26.6401 2.60112
0.007 34 -145.067 14.5548 -14.64
0.007 35 18.0989 -50.3223 -6.42629
0.007 36 32.1636 18.6621 6.07805
0.007 37 -1.37538 18.1876 -43.1367
0.007 38 -18.9394 -19.0409 10.2741
0.007 39 9.52389 -9.92212 -115.786
0.007 40 -12.1653 37.6962 24.4304
0.007 41 16.7428 57.2043 32.8496
0.007 42 -20.8859 -40.7493 7.42252
0.007 43 -22.2515 -52.1475 -23.2684
0.007 44 59.2565 -33.3742 -16.321
0.007 45 48.9545 -71.2248 25.9184
0.007 46 -1.72483 3.40804 -34.1439
0.007 47 -34.357 33.4868 0.603948
0.007 48 -6.86181 92.9215 35.2589
0.007 49 -8.58914 25.149 0.309203
0.007 50 45.1922 16.6475 -27.2987
0.007 51 -32.158 -3.88453 -27.8805
0.007 52 -24.936 -19.1677 20.3147
0.007 53 13.847 41.7459 28.0027
0.007 54 -37.2201 -7.29474 1.72757
0.007 55 49.6509 18.8556 10.8609
0.007 56 -3.61997 37.8991 11.991
0.007 57 25.6267 12.9416 25.6558
0.007 58 29.2112 14.9243 -12.9164
0.007 59 -19.8176 38.0224 -74.2843
0.007 60 57.2213 -20.3727 -68.9461
0.007 61 50.3963 3.47198 -24.8975
0.007 62 32.3651 -57.1145 60.1011
0.007 63 -15.2036 1.0841 16.7105
0.007 64 -25.1015 76.1541 41.3843
0.007 65 -11.2348 -11.4752 29.8774
0.007 66 -61.0534 16.3085 -24.8334
0.007 67 -20.267 -5.37939 -23.7691
0.007 68 14.5531 -59.0097 -19.745
0.007 69 11.566 -53.4713 52.4695
0.007 70 4.54827 -58.999 -4.97539
0.007 71 -72.2526 -10.5479 -20.1508
0.007 72 18.6467 17.0383 1.17136
0.007 73 -75.1537 -22.7206 -42.0848
0.007 74 -5.02638 4.59936 -56.8304
0.007 75 -32.6314 -17.0306 -8.86519
0.007 76 -23.7925 -15.5044 -41.2188
0.007 77 21.1479 34.9344 -14.5294
0.007 78 -7.33504 9.61985 -1.87228
0.007 79 -7.07862 -31.1104 -4.07863
0.007 80 -39.9071 16.9917 -28.0941
0.007 81 -25.9454 -34.6438 1.86896
0.007 82 42.775 7.0086 25.8399
0.007 83 -2.70978 -9.31385 -31.8073
0.007 84 26.8562 36.5576 13.5258
0.007 85 -5.13265 -60.2274 -15.588
0.007 86 -38.7199 59.0253 13.8822
0.007 87 15.5427 -6.38199 -39.377
0.007 88 -13.4415 18.1648 4.3422
0.007 89 -9.35156 36.7385 3.13972
0.007 90 -77.7238 -24.9287 3.77168
0.007 91 25.4745 -20.8603 -22.0222
0.007 92 62.2754 -61.5584 -29.1844
0.007 93 2.16805 -17.3388 21.4026
0.007 94 3.15134 -58.3316 25.0718
0.007 95 36.5985 59.7353 32.3569
0.007 96 -48.1827 5.69234 11.2452
0.007 97 -57.8411 5.22587 17.4017
0.007 98 27.8205 -14.1684 -34.7966
0.007 99 16.7365 -45.6094 25.7179
0.008 0 25.5574 -38.8336 16.0081
0.008 1 24.0292 27.2414 -9.99851
0.008 2 69.7367 47.2645 -28.6483
0.008 3 -59.5816 -33.4125 -13.5108
0.008 4 5.78238 53.6945 -4.25693
0.008 5 10.6671 -36.3463 1.42624
0.008 6 7.41184 11.4174 -18.1049
0.008 7 -39.5889 54.1448 -32.0857
0.008 8 1.72216 19.4123 45.3546
0.008 9 11.4692 -19.6481 -19.7653
0.008 10 63.1659 -24.6363 9.56738
0.008 11 -9.43128 -16.0495 -15.9545
0.008 12 -3.64523 -1.70493 -90.9165
0.008 13 -0.415439 0.875074 -24.3864
0.008 14 -14.7519 -52.5211 45.8524
0.008 15 53.3572 -32.8614 -14.7315
0.008 16 -12.2147 13.2678 11.7751
0.008 17 36.6235 -30.2082 6.22907
0.008 18 -38.1125 27.7596 -10.3386
0.008 19 -47.5784 4.95989 43.517
0.008 20 -2.53474 -54.7836 47.8683
0.008 21 34.1786 -19.3256 -3.4493
0.008 22 -36.3825 -27.0193 43.3432
0.008 23 -65.4763 5.65118 4.75468
0.008 24 -23.8048 -4.37145 -33.8964
0.008 25 1.69752 -72.8291 101.273
0.008 26 15.1489 -1.93149 -14.3248
0.008 27 7.77059 -77.5775 14.0459
0.008 28 -53.4231 18.8719 -19.7794
0.008 29 -35.4872 39.9298 -16.133
0.008 30 -16.6084 -6.91241 12.2768
0.008 31 -29.7835 15.6187 -6.69006
0.008 32 -46.6656 5.52237 -22.7547
0.008 33 62.736 17.7245 -10.5336
0.008 34 -187.43 23.5743 -1.60041
0.008 35 18.1583 -50.3836 -6.28148
0.008 36 32.2134 18.651 6.12082
0.008 37 -1.41485 18.3121 -43.0833
0.008 38 -18.931 -19.1049 10.2604
0.008 39 6.66658 -14.8785 -122.738
0.008 40 -11.6519 38.5861 24.4664
0.008 41 16.6965 57.2719 32.8781
0.008 42 -20.8847 -40.8643 7.42364
0.008 43 -22.2762 -52.2099 -23.2672
0.008 44 59.2163 -33.3818 -16.367
0.008 45 48.5496 -72.093 25.9432
0.008 46 -1.69488 3.28967 -34.1361
0.008 47 -34.4036 33.4412 0.545778
0.008 48 -6.87317 92.8781 35.2932
0.008 49 -8.6035 25.1234 0.479979
0.008 50 45.4356 16.1966 -27.7144
0.008 51 -32.5892 -3.81643 -27.8759
0.008 52 -24.9346 -19.1435 20.3445
0.008 53 13.9312 41.7721 28.039
0.008 54 -37.3205 -7.25664 1.75596
0.008 55 49.7905 18.8995 10.8665
0.008 56 -3.76066 37.9238 11.9823
0.008 57 25.6586 13.2151 25.7435
0.008 58 29.2512 14.9176 -12.9456
0.008 59 -19.9404 38.0048 -74.2989
0.008 60 57.2187 -20.4496 -69.0875
0.008 61 50.3743 3.43355 -24.9467
0.008 62 32.3134 -57.0566 60.7519
0.008 63 -15.2256 1.19307 16.714
0.008 64 -23.3317 80.5874 42.0128
0.008 65 -11.1407 -11.3584 29.8428
0.008 66 -61.1278 16.3815 -24.8793
0.008 67 -20.2671 -5.39086 -23.8193
0.008 68 14.5513 -59.1782 -19.7045
0.008 69 9.72169 -57.9251 51.99
0.008 70 4.86124 -59.0416 -5.05075
0.008 71 -72.5418 -10.7239 -20.1585
0.008 72 19.134 16.8688 0.988619
0.008 73 -75.6318 -22.5444 -41.9498
0.008 74 -5.03996 4.61676 -57.0062
0.008 75 -32.609 -17.0182 -8.88003
0.008 76 -23.8059 -15.4603 -41.2561
0.008 77 21.1996 34.9727 -14.5707
0.008 78 -7.36646 9.67899 -1.94327
0.008 79 -7.10631 -31.0978 -4.10679
0.008 80 -39.7839 17.3426 -28.103
0.008 81 -25.9565 -34.6673 1.82849
0.008 82 42.8419 6.98416 25.7603
0.008 83 -2.78551 -9.33888 -31.8344
0.008 84 26.8408 36.5765 13.5174
0.008 85 -5.19599 -60.5789 -15.6321
0.008 86 -38.6423 59.2145 13.8152
0.008 87 15.7344 -6.57856 -40.0937
0.008 88 -13.4914 18.2476 4.28124
0.008 89 -9.28212 37.7246 3.21793
0.008 90 -77.7039 -24.9309 3.73166
0.008 91 25.3852 -21.0553 -21.9901
0.008 92 62.3722 -61.6855 -29.1763
0.008 93 2.07701 -17.4406 21.3416
0.008 94 3.02801 -59.296 24.8189
0.008 95 36.9459 59.592 32.2954
0.008 96 -48.4966 5.82039 11.2855
0.008 97 -57.8701 5.21958 17.3867
0.008 98 27.8341 -14.192 -34.8005
0.008 99 16.7107 -45.627 25.7061
0.009 0 25.5747 -38.8053 16.011
0.009 1 24.0144 27.2819 -9.96921
0.009 2 70.5873 46.2383 -28.4348
0.009 3 -60.4317 -32.3605 -13.6782
0.009 4 5.79563 54.2655 -4.29743
0.009 5 10.6989 -36.3454 1.44685
0.009 6 7.49719 11.4803 -18.0867
0.009 7 -39.6806 54.2153 -32.0945
0.009 8 1.81633 19.4355 45.6533
0.009 9 11.4144 -20.1477 -19.6544
0.009 10 63.6518 -24.5977 9.49949
0.009 11 -9.88792 -16.1437 -15.8402
0.009 12 -3.66574 -1.78954 -90.8431
0.009 13 -0.411632 0.855867 -24.3509
0.009 14 -5.66809 -36.6316 59.7745
0.009 15 53.5751 -32.7957 -14.666
0.009 16 -12.4081 13.2515 11.7466
0.009 17 36.8868 -30.0972 6.21964
0.009 18 -38.3701 27.6577 -10.2676
0.009 19 -47.5806 4.95336 43.5487
0.009 20 -2.4979 -54.8232 47.9171
0.009 21 34.4534 -19.402 -3.25655
0.009 22 -36.6502 -26.9806 43.3015
0.009 23 -65.5183 5.58858 4.77108
0.009 24 -23.8146 -4.38919 -33.8798
0.009 25 1.957 -72.339 101.634
0.009 26 15.15 -1.9171 -14.3135
0.009 27 7.80545 -77.528 14.0396
0.009 28 -53.4574 18.8601 -19.7921
0.009 29 -35.5113 39.9617 -16.1511
0.009 30 -16.5337 -6.80287 12.2687
0.009 31 -29.7883 15.6377 -6.68979
0.009 32 -46.7049 5.53941 -22.765
0.009 33 -128.43 87.0824 89.7705
0.009 34 3.65688 -45.6418 -102.111
0.009 35 18.2367 -50.4491 -6.09029
0.009 36 32.2738 18.642 6.17108
0.009 37 -1.46434 18.4673 -43.0086
0.009 38 -18.9079 -19.1939 10.2389
0.009 39 -2.46332 -30.821 -136.668
0.009 40 -10.6932 39.8963 24.5179
0.009 41 16.6251 57.3495 32.8973
0.009 42 -20.878 -41.008 7.41506
0.009 43 -22.3025 -52.2814 -23.2645
0.009 44 59.1774 -33.3862 -16.4067
0.009 45 47.7155 -73.3745 25.9784
0.009 46 -1.64725 3.16139 -34.1238
0.009 47 -34.4564 33.386 0.478663
0.009 48 -6.88329 92.8386 35.3188
0.009 49 -8.61368 25.0848 0.716323
0.009 50 45.9238 15.6213 -28.0628
0.009 51 -33.2998 -3.69013 -27.8666
0.009 52 -24.932 -19.1186 20.3761
0.009 53 14.0286 41.7936 28.0782
0.009 54 -37.435 -7.20962 1.79112
0.009 55 49.9784 18.9536 10.8706
0.009 56 -3.95197 37.9418 11.9689
0.009 57 25.7026 13.6084 25.8802
0.009 58 29.2934 14.91 -12.9838
0.009 59 -20.0734 37.9842 -74.3027
0.009 60 57.1986 -20.5455 -69.2708
0.009 61 50.3481 3.39549 -25.005
0.009 62 32.1635 -56.8202 61.7514
0.009 63 -15.2404 1.33789 16.7086
0.009 64 -16.4321 92.7346 44.2099
0.009 65 -11.0349 -11.2134 29.7915
0.009 66 -61.2262 16.4782 -24.9234
0.009 67 -20.2692 -5.40565 -23.8797
0.009 68 14.5447 -59.3904 -19.6402
0.009 69 2.74023 -70.1032 49.9736
0.009 70 5.28736 -59.0572 -5.15107
0.009 71 -72.936 -10.9795 -20.1599
0.009 72 19.8216 16.5817 0.675711
0.009 73 -76.3143 -22.2512 -41.6778
0.009 74 -5.05539 4.64935 -57.247
0.009 75 -32.5877 -17.0072 -8.89371
0.009 76 -23.82 -15.4145 -41.2955
0.009 77 21.2599 35.0117 -14.6097
0.009 78 -7.40366 9.74537 -2.02224
0.009 79 -7.13379 -31.085 -4.13474
0.009 80 -39.5873 17.8749 -28.0827
0.009 81 -25.9676 -34.6916 1.78731
0.009 82 42.9151 6.95517 25.668
0.009 83 -2.87185 -9.3681 -31.8602
0.009 84 26.8266 36.5957 13.5097
0.009 85 -5.33494 -61.1143 -15.7039
0.009 86 -38.5244 59.4363 13.7284
0.009 87 16.0456 -7.03934 -41.2
0.009 88 -13.5601 18.3584 4.21116
0.009 89 -9.06911 39.6498 3.52723
0.009 90 -77.6834 -24.9322 3.69243
0.009 91 25.2579 -21.2823 -21.9351
0.009 92 62.487 -61.8499 -29.1538
0.009 93 1.97065 -17.5686 21.2665
0.009 94 2.76126 -61.187 24.3
0.009 95 37.4128 59.3579 32.1992
0.009 96 -48.9288 6.04152 11.363
0.009 97 -57.9016 5.21385 17.3734
0.009 98 27.847 -14.2144 -34.8021
0.009 99 16.6862 -45.6439 25.6943
